-7.026469213589133789e-01 -5.009104999819858905e-01 -7.414010572429288182e-01 -2.809977509629487114e-01 5.482259040511933135e-01 4.734804985593043525e-01 8.603473452044184677e-01 1.876636565476024199e-01
1.712588526589390106e-02 -6.451643538529098221e-01 1.133593231316734951e+00 9.272894354781249238e-01 3.294816958951824137e+00 -2.707256744068736953e+00 -2.883979942422946419e+00 -2.057783135984808887e+00
-1.020686068472200336e+00 -1.126010533422658444e+00 -1.073032700117426907e+00 -2.349392434435932167e-02 -4.784550973014386477e-01 -5.040563552060780411e-02 -7.676210407205235065e-01 3.188910665007940182e-01
1.222326863800456298e+00 1.518643454210958144e+00 1.401449558253829775e+00 -8.356213775260643573e-01 6.447514682809279973e-01 -1.298519737204341037e-02 1.267339441685653822e+00 -5.705391565152898581e-01
6.532041794924688949e-01 1.182051128512133786e+00 4.958400719426995229e-01 -1.423418443221697582e-01 4.604753911150709644e-01 9.599461944906521049e-01 2.244120473240621472e+00 1.147595399069397532e-01
-1.288508508146547715e+00 -1.126010533422658444e+00 -1.736295985866423752e+00 -4.988856042556012449e-01 -6.451810718800712330e-01 1.670934519313391542e+00 6.161520873156794975e-01 1.645745989360856143e+00
-4.982972465269263490e-02 -1.162335563261867183e-01 -4.735447303058339941e-01 -7.167734575482539450e-01 5.921011605192545435e-01 6.605826893021302659e-01 -2.792305249430397929e-01 9.167048229542292814e-01
8.408149518448161663e-02 -2.006432041223737278e-02 -3.987258193149011143e-02 -1.027258709962330652e-01 2.761993139492139315e-01 -1.298519737204341037e-02 -4.420273635355362885e-01 1.730828332194686570e-01
-2.058498022210295986e+00 -2.039618274605180748e+00 -2.016907375990999896e+00 -5.186935909185698135e-01 1.004528571319029728e+00 1.741169933707825412e-01 -4.420273635355362885e-01 4.209568297977221984e-01
-4.180855792049191777e-01 -3.566566461110609598e-01 -6.393605517430830387e-01 7.554600897048276142e-02 1.294777514084676645e-02 5.483213748564345069e-01 2.091599908344439485e-01 5.521842397509159062e-01
-2.674354568880991656e-01 -2.124027922401360846e-01 -1.164029610563738631e-01 -1.271397084111369535e+00 -1.031283328799009746e+00 -2.375078262634337800e-01 2.091599908344439485e-01 -3.518268065933018440e-01
8.038543018092889625e-01 9.897126566842351370e-01 2.534938713805667265e-01 -2.611897642999801983e-01 1.796737497194793032e-01 1.109627947084912414e+00 8.603473452044184677e-01 8.875431762979637540e-01
7.201597894110555176e-01 7.973741848563354884e-01 4.320647560052962577e-01 -5.385015775815381600e-01 -1.996538971096355919e+00 4.734804985593043525e-01 4.533552487231829464e-01 3.626335364851911991e-01
-6.656862713233956119e-02 -1.643181742831613945e-01 -5.245649830557569393e-01 -2.349392434435932167e-02 8.904529045020707079e-01 6.605826893021302659e-01 -4.420273635355362885e-01 1.004189762923023643e+00
-6.524302139199738004e-01 -8.855874436377840775e-01 -6.776257413055255530e-01 3.330498355890723627e-01 1.531031648935764267e+00 -3.871895788576953379e-01 -1.256011556498004333e+00 1.293403632350714483e-01
-1.623286557739481495e+00 -1.799195184820306270e+00 -8.689516891177360147e-01 7.554600897048276142e-02 3.112995191236628822e-01 -1.846586666651737207e+00 -1.418808395090497942e+00 -1.576615966156435844e+00
-1.137858385829727759e+00 -7.413335897668600349e-01 -7.924213099928517634e-01 -1.225338576592014117e-01 1.337980520476294899e+00 1.366965552222181579e-01 1.918526796055634254e+00 -6.580240964840863294e-01
1.038198936524342475e+00 7.492895668993608815e-01 1.248388800004061272e+00 -8.554293641890327038e-01 5.394508527575810897e-01 -8.736552747890431458e-01 -9.304178793130142289e-01 -6.142816264996870945e-01
-1.824153387495241807e+00 -1.558772095035432237e+00 -1.787316238616346808e+00 3.726658089150090558e-01 -5.662056102375609967e-01 7.728440037478261360e-01 1.185941022389405575e+00 3.334718898289277811e-01
-1.670020420102187597e-01 -3.566566461110609598e-01 -4.097694143684307289e-01 -4.330191100732767168e-02 -6.276309692928466744e-01 6.185567892508670590e-02 -8.490194600167717542e-01 5.230225930946503787e-01
-1.204813995748314159e+00 -1.029841297508709008e+00 -9.965023209925432113e-01 -4.330191100732767168e-02 -1.320860021488213576e+00 -1.298519737204341037e-02 6.975505066119277453e-01 -3.226651599370363721e-01
8.708099117278754742e-01 2.684433873296123707e-01 1.146348294504216492e+00 -7.365814442112222915e-01 -9.259827132756628387e-01 -1.434961847017520942e+00 -2.232792588052968874e+00 -7.017665664684835658e-01
-7.193858238385603121e-01 -7.894182077238347528e-01 -8.179314363678131805e-01 5.509376888817248963e-01 -1.619211765471029629e+00 9.927611707365242844e-02 -5.234257828317787631e-01 3.334718898289277811e-01
-8.330752961198530093e-02 -1.643181742831613945e-01 -6.010953621806406355e-01 -6.771574842223170299e-01 -1.154134046909581102e+00 8.476848800449562349e-01 -3.606289442392880407e-01 1.164578819532480658e+00
2.059271987782790969e+00 2.143743487651630808e+00 2.332569170939922110e+00 1.759224875322798587e+00 3.990500320597852868e-01 -4.620304551548254368e-01 6.161520873156794975e-01 -7.746706831091462186e-01
-7.193858238385603121e-01 -7.413335897668600349e-01 -4.097694143684307289e-01 -1.027258709962330652e-01 -3.907045843653162431e-01 -6.491326458976514058e-01 -2.792305249430397929e-01 -6.288624498278209130e-01
4.188595447774154934e-01 4.607818591575110756e-01 8.767804994331765411e-02 -8.291788433326437169e-02 -1.362280968505613088e-01 5.483213748564345069e-01 2.905584101306922240e-01 5.376034164227820877e-01
2.514705199809485481e-01 1.722741514156621856e-01 -7.669111836178902353e-01 -5.583095642445065065e-01 1.796737497194793032e-01 1.858036710056217622e+00 -2.792305249430397929e-01 2.360206332439349186e+00
-3.176521643270399653e-01 -4.047412640680356222e-01 -2.439535929311816287e-01 -2.017658043110749921e-01 5.570009553448056483e-01 -3.123487025605652390e-01 -4.420273635355362885e-01 -1.768569266557109831e-01
-2.075236924689942253e+00 -1.991533656648206030e+00 -2.488844713927786056e+00 -5.781175509074749641e-01 -1.715737329700764313e+00 1.858036710056217622e+00 -3.503526705430080879e-02 2.185236452501758464e+00
1.342982026234212367e-01 2.802029754473816039e-02 1.897185554431634058e-01 2.452504408526693158e+00 3.112995191236628822e-01 -3.497691407091296223e-01 -4.420273635355362885e-01 -2.060185733119764828e-01
3.853817398181216269e-01 5.088664771144866261e-01 1.514533658807209748e-01 3.132418489261040162e-01 1.171254545897662425e+00 5.109009367078700681e-01 6.161520873156794975e-01 3.334718898289277811e-01
6.734259270483469728e-02 1.241895334586875094e-01 4.941286038087520927e-02 3.593003564454607529e-02 4.078250833533975106e-01 6.185567892508670590e-02 2.905584101306922240e-01 -4.562951670251939873e-02
-1.958064607332415274e+00 -1.943449038691231312e+00 -1.812826364991308115e+00 1.943939289482932153e-01 1.311655366595458228e+00 -1.252465118177392422e-01 -4.420273635355362885e-01 4.185542326627706561e-02
5.527707646145885167e-01 3.165280052865870886e-01 6.744109565674302198e-01 -4.196536576037276922e-01 1.094733393705814017e-01 -6.865530840462171769e-01 -8.490194600167717542e-01 -3.955692765776990250e-01
-5.017800916031526226e-01 -2.604874101971115796e-01 -8.434415627427745976e-01 -3.685937681390974267e-03 -5.398804563567243253e-01 1.184468823382042402e+00 1.104542603093163100e+00 8.875431762979637540e-01
-9.369915560739668914e-01 -5.970797358959352152e-01 -4.862997934933144806e-01 6.895935955225036551e-01 1.223904853659335767e+00 -2.375078262634337800e-01 1.592933118870641040e+00 -9.058980930623378169e-01
1.105154546442928876e+00 8.935434207702849241e-01 1.503490063753675665e+00 3.330498355890723627e-01 7.325019812170503464e-01 -1.023337027383303344e+00 -6.048242021280270109e-01 -9.204789163904716354e-01
1.712588526589390106e-02 -1.162335563261867183e-01 -1.546681506188163080e-01 -1.423418443221697582e-01 8.027023915659482478e-01 2.443524077652231216e-02 -6.048242021280270109e-01 3.043102431726623092e-01
-2.004798469695126262e-01 -6.814893836921204207e-02 -8.561966259302550286e-01 1.151619822964198153e-01 5.219007501703566421e-01 1.633514081164825882e+00 6.161520873156794975e-01 1.602003519376456797e+00
1.691016133230563101e+00 1.566728072167932861e+00 2.102978033565269467e+00 2.538178889371985880e-01 -1.537781994377857842e-01 -9.110757129376074737e-01 -1.978321056467915451e-01 -9.642213863748687608e-01
1.038198936524342475e+00 9.416280387272595309e-01 3.937995664428537990e-01 -3.404217109518539175e-01 4.604753911150709644e-01 7.728440037478261360e-01 -1.978321056467915451e-01 1.004189762923023643e+00
1.677760075827150754e-01 2.203587693726368757e-01 6.489008301924681366e-01 -9.544692975038748806e-01 -1.891238355573009233e+00 -7.988143984919116036e-01 2.905584101306922240e-01 -1.022544679687399816e+00
